TYP,PFAD,KNOTENZAHL,DUPLIKATION,VERLUST,HGT,EVOLUTIONSRATE,BI_ANZAHL,DI_ANZAHL,EM_ANZAHL,FITCH,DELETION_RATE,SPECIAL,PARTIAL_BI_ANZAHL,PARTIAL_DI_ANZAHL,PARTIAL_EM_ANZAHL,PARTIAL_FITCH,ALGO_ONE_ORDER,ALGO_ONE_DIFF,ALGO_TWO_DIFF
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_50,10,0.25,0.5,1.0,50,22,27,14,True,0.5,True,10,0,6,True,"(2, 1, 0)",0.43333333333333335,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,80,4,2,True,0.5,True,40,0,0,True,"(2, 1, 0)",0.1111111111111111,0.2222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_51,10,0.25,0.5,1.0,51,0,9,72,True,0.3,False,0,7,50,True,"(0, 2, 1)",0.26666666666666666,0.26666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,80,2,6,True,0.3,False,56,2,4,True,"(0, 2, 1)",0.0,0.044444444444444446
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_52,10,0.25,0.5,1.0,52,18,27,18,True,0.2,False,14,22,14,True,"(0, 1, 2)",0.14444444444444443,0.14444444444444443
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,22,12,False,0.2,False,28,18,10,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_53,10,0.25,0.5,1.0,53,20,28,14,True,0.4,True,12,0,8,True,"(1, 0, 2)",0.7777777777777778,0.6444444444444445
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,6,24,False,0.4,True,32,0,14,True,"(1, 0, 2)",0.24444444444444444,0.26666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_54,10,0.25,0.5,1.0,54,4,22,42,True,0.7,False,2,7,12,True,"(1, 0, 2)",0.5555555555555556,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,14,26,24,False,0.7,False,4,8,8,True,"(1, 0, 2)",0.3333333333333333,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_55,10,0.25,0.5,1.0,55,0,9,72,True,0.8,False,0,2,14,True,"(0, 2, 1)",0.6333333333333333,0.6333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,15,60,False,0.8,False,0,3,12,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_56,10,0.25,0.5,1.0,56,22,25,18,True,0.9,True,2,0,2,True,"(0, 2, 1)",0.4777777777777778,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,72,8,2,False,0.9,True,8,0,0,True,"(0, 2, 1)",0.7555555555555555,0.6
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_57,10,0.25,0.5,1.0,57,16,26,22,True,0.4,True,10,0,14,True,"(1, 2, 0)",0.7333333333333333,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,1,34,False,0.4,True,32,0,20,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_58,10,0.25,0.5,1.0,58,28,27,8,True,0.7,True,8,0,2,True,"(1, 2, 0)",0.8888888888888888,0.6111111111111112
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,7,24,False,0.7,True,16,0,8,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_59,10,0.25,0.5,1.0,59,4,22,42,True,0.2,True,4,0,34,True,"(2, 1, 0)",0.34444444444444444,0.3333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,9,46,False,0.2,True,20,0,36,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_6,10,0.25,0.5,1.0,6,22,26,16,True,0.9,True,2,0,2,True,"(0, 2, 1)",0.4777777777777778,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,22,20,False,0.9,True,2,0,2,True,"(0, 2, 1)",0.8444444444444444,0.7333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_60,10,0.25,0.5,1.0,60,0,27,36,True,0.5,False,0,14,18,True,"(1, 0, 2)",0.34444444444444444,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,13,58,False,0.5,False,2,7,28,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_61,10,0.25,0.5,1.0,61,14,28,20,True,0.6,True,6,0,8,True,"(1, 2, 0)",0.8444444444444444,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,28,4,54,False,0.6,True,12,0,22,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_62,10,0.25,0.5,1.0,62,30,23,14,True,0.5,True,14,0,6,True,"(2, 1, 0)",0.5222222222222223,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,14,32,False,0.5,True,14,0,16,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_63,10,0.25,0.5,1.0,63,34,24,8,True,0.6,True,14,0,4,True,"(2, 0, 1)",0.5444444444444444,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,68,8,6,False,0.6,True,28,0,2,True,"(2, 0, 1)",0.2222222222222222,0.4
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_64,10,0.25,0.5,1.0,64,6,24,36,True,0.3,False,4,17,26,True,"(1, 2, 0)",0.2111111111111111,0.2111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,58,13,6,False,0.3,False,40,10,4,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_65,10,0.25,0.5,1.0,65,20,25,20,True,0.8,True,4,0,4,True,"(1, 2, 0)",0.9111111111111111,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,19,40,False,0.8,True,2,0,8,True,"(1, 2, 0)",0.7555555555555555,0.8
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_66,10,0.25,0.5,1.0,66,6,21,42,True,0.9,True,0,0,4,True,"(2, 0, 1)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,2,22,False,0.9,True,6,0,2,True,"(2, 0, 1)",0.7777777777777778,0.7777777777777778
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_67,10,0.25,0.5,1.0,67,22,26,16,True,0.2,False,18,21,12,True,"(1, 0, 2)",0.14444444444444443,0.14444444444444443
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,26,20,False,0.2,False,14,21,16,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_68,10,0.25,0.5,1.0,68,4,21,44,True,0.4,False,2,13,26,True,"(1, 2, 0)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,3,80,False,0.4,False,2,2,48,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_69,10,0.25,0.5,1.0,69,32,24,10,True,0.6,False,12,10,4,True,"(2, 0, 1)",0.43333333333333335,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,6,58,False,0.6,False,8,3,24,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_7,10,0.25,0.5,1.0,7,22,27,14,True,0.3,True,16,0,10,True,"(2, 0, 1)",0.4444444444444444,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,9,62,False,0.3,True,6,0,44,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_70,10,0.25,0.5,1.0,70,0,21,48,True,0.4,True,0,0,28,True,"(0, 1, 2)",0.6888888888888889,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,17,46,False,0.4,True,6,0,28,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_71,10,0.25,0.5,1.0,71,6,27,30,True,0.2,True,4,0,24,True,"(0, 2, 1)",0.3888888888888889,0.3888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,23,36,False,0.2,True,6,0,28,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_72,10,0.25,0.5,1.0,72,8,25,32,True,0.3,False,6,18,22,True,"(2, 0, 1)",0.2111111111111111,0.2111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,13,58,False,0.3,False,4,10,40,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_73,10,0.25,0.5,1.0,73,4,21,44,True,0.8,False,0,5,8,True,"(1, 0, 2)",0.4888888888888889,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,38,9,34,False,0.8,False,8,2,6,True,"(1, 0, 2)",0.4222222222222222,0.6
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_74,10,0.25,0.5,1.0,74,6,21,42,True,0.4,True,4,0,26,True,"(2, 0, 1)",0.43333333333333335,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,60,8,14,False,0.4,True,36,0,8,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_75,10,0.25,0.5,1.0,75,8,25,32,True,0.3,False,6,18,22,True,"(2, 1, 0)",0.2111111111111111,0.2111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,5,60,False,0.3,False,14,4,42,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_76,10,0.25,0.5,1.0,76,0,9,72,True,0.8,True,0,0,14,True,"(0, 2, 1)",0.8444444444444444,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,8,24,False,0.8,True,10,0,4,True,"(0, 2, 1)",0.6222222222222222,0.4444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_77,10,0.25,0.5,1.0,77,12,24,30,True,0.4,False,8,15,18,True,"(2, 1, 0)",0.2777777777777778,0.25555555555555554
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,14,31,14,False,0.4,False,8,19,8,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_78,10,0.25,0.5,1.0,78,6,21,42,True,0.4,True,4,0,26,True,"(1, 2, 0)",0.6666666666666666,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,23,32,False,0.4,True,8,0,20,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_79,10,0.25,0.5,1.0,79,30,26,8,True,0.8,False,6,6,2,True,"(2, 1, 0)",0.4111111111111111,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,20,42,False,0.8,False,2,4,8,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_8,10,0.25,0.5,1.0,8,14,28,20,True,0.8,True,2,0,4,True,"(2, 0, 1)",0.4777777777777778,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,1,66,False,0.8,True,4,0,14,True,"(2, 0, 1)",0.5333333333333333,0.5333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_80,10,0.25,0.5,1.0,80,8,25,32,True,0.2,True,6,0,26,True,"(2, 0, 1)",0.36666666666666664,0.4222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,15,8,False,0.2,True,42,0,6,True,"(2, 0, 1)",0.35555555555555557,0.3333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_81,10,0.25,0.5,1.0,81,0,31,28,True,0.8,True,0,0,6,True,"(0, 1, 2)",0.9333333333333333,0.4666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,30,4,False,0.8,True,6,0,0,True,"(0, 1, 2)",0.7111111111111111,0.5333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_82,10,0.25,0.5,1.0,82,0,0,90,True,0.1,True,0,0,80,True,"(2, 0, 1)",0.1111111111111111,0.1111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,16,14,False,0.1,True,40,0,12,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_83,10,0.25,0.5,1.0,83,18,24,24,True,0.5,True,8,0,12,True,"(0, 2, 1)",0.4666666666666667,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,74,1,14,False,0.5,True,36,0,6,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_84,10,0.25,0.5,1.0,84,12,26,26,True,0.3,False,8,19,18,True,"(0, 1, 2)",0.2222222222222222,0.2111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,36,6,42,False,0.3,False,26,5,30,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_85,10,0.25,0.5,1.0,85,0,32,26,True,0.1,True,0,0,24,True,"(2, 0, 1)",0.37777777777777777,0.37777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,40,1,48,False,0.1,True,36,0,44,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_86,10,0.25,0.5,1.0,86,6,26,32,True,0.2,True,4,0,26,True,"(1, 2, 0)",0.6666666666666666,0.37777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,36,6,False,0.2,True,10,0,4,True,"(1, 2, 0)",0.8222222222222222,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_87,10,0.25,0.5,1.0,87,6,26,32,True,0.3,True,4,0,22,True,"(0, 1, 2)",0.7111111111111111,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,29,12,False,0.3,True,14,0,8,True,"(0, 1, 2)",0.6444444444444445,0.5555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_88,10,0.25,0.5,1.0,88,42,23,2,True,0.2,False,34,19,2,True,"(2, 0, 1)",0.13333333333333333,0.12222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,7,14,False,0.2,False,50,6,12,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_89,10,0.25,0.5,1.0,89,8,28,26,True,0.1,False,8,26,24,True,"(0, 2, 1)",0.044444444444444446,0.044444444444444446
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,42,2,44,False,0.1,False,38,2,40,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_9,10,0.25,0.5,1.0,9,6,26,32,True,0.2,False,4,21,26,True,"(1, 0, 2)",0.14444444444444443,0.14444444444444443
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,11,38,False,0.2,False,24,9,30,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_90,10,0.25,0.5,1.0,90,2,16,56,True,0.6,True,0,0,22,True,"(0, 2, 1)",0.7555555555555555,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,1,34,False,0.6,True,22,0,14,True,"(0, 2, 1)",0.26666666666666666,0.26666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_91,10,0.25,0.5,1.0,91,12,25,28,True,0.9,False,2,3,2,True,"(0, 2, 1)",0.4444444444444444,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,18,32,False,0.9,False,2,2,4,True,"(0, 2, 1)",0.6,0.4888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_92,10,0.25,0.5,1.0,92,10,25,30,True,0.6,True,4,0,12,True,"(0, 1, 2)",0.8222222222222222,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,60,1,28,False,0.6,True,24,0,12,True,"(0, 1, 2)",0.17777777777777778,0.2222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_93,10,0.25,0.5,1.0,93,22,25,18,True,0.5,True,10,0,8,True,"(1, 2, 0)",0.8,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,16,50,False,0.5,True,4,0,24,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_94,10,0.25,0.5,1.0,94,38,21,10,True,0.4,True,22,0,6,True,"(2, 0, 1)",0.43333333333333335,0.5888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,36,25,4,False,0.4,True,22,0,2,True,"(2, 0, 1)",0.6222222222222222,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_95,10,0.25,0.5,1.0,95,18,26,20,True,0.9,True,2,0,2,True,"(1, 2, 0)",0.9555555555555556,0.5666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,6,24,False,0.9,True,6,0,2,True,"(1, 2, 0)",0.37777777777777777,0.7555555555555555
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_96,10,0.25,0.5,1.0,96,0,0,90,True,0.3,True,0,0,62,True,"(2, 1, 0)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,41,0,False,0.3,True,6,0,0,True,"(2, 1, 0)",0.5777777777777777,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_97,10,0.25,0.5,1.0,97,6,24,36,True,0.7,False,2,8,10,True,"(0, 1, 2)",0.5555555555555556,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,58,8,16,False,0.7,False,18,3,4,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_98,10,0.25,0.5,1.0,98,6,24,36,True,0.1,False,6,22,32,True,"(2, 1, 0)",0.06666666666666667,0.06666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,5,46,False,0.1,False,30,5,42,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_99,10,0.25,0.5,1.0,99,22,24,20,True,0.3,True,16,0,14,True,"(1, 2, 0)",0.6666666666666666,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,58,8,16,False,0.3,True,40,0,12,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_0,10,0.3,0.3,0.9,0,18,25,22,True,0.9,True,2,0,2,True,"(0, 2, 1)",0.4777777777777778,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,7,42,False,0.9,True,4,0,4,True,"(0, 2, 1)",0.8666666666666667,0.7777777777777778
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_1,10,0.3,0.3,0.9,1,14,30,16,True,0.6,True,6,0,6,True,"(1, 0, 2)",0.8666666666666667,0.6444444444444445
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,27,24,False,0.6,True,4,0,10,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_10,10,0.3,0.3,0.9,10,0,33,24,True,0.4,False,0,20,14,True,"(2, 1, 0)",0.25555555555555554,0.25555555555555554
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,52,11,16,False,0.4,False,32,7,10,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_11,10,0.3,0.3,0.9,11,6,26,32,True,0.9,True,0,0,4,True,"(1, 2, 0)",0.9555555555555556,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,34,14,False,0.9,True,0,0,2,True,"(1, 2, 0)",0.8888888888888888,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_12,10,0.3,0.3,0.9,12,14,30,16,True,0.4,True,8,0,10,True,"(0, 2, 1)",0.5333333333333333,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,34,14,28,False,0.4,True,20,0,16,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_13,10,0.3,0.3,0.9,13,10,29,22,True,0.6,False,4,12,8,True,"(2, 1, 0)",0.3333333333333333,0.32222222222222224
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,26,34,False,0.6,False,2,11,14,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_14,10,0.3,0.3,0.9,14,32,25,8,True,0.6,False,12,10,4,True,"(0, 1, 2)",0.43333333333333335,0.35555555555555557
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,25,10,False,0.6,False,12,10,4,True,"(0, 1, 2)",0.17777777777777778,0.17777777777777778
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_15,10,0.3,0.3,0.9,15,28,25,12,True,0.3,False,20,18,8,True,"(1, 0, 2)",0.2222222222222222,0.18888888888888888
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,58,1,30,False,0.3,False,40,1,20,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_16,10,0.3,0.3,0.9,16,2,16,56,True,0.2,False,2,13,44,True,"(2, 0, 1)",0.16666666666666666,0.16666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,11,56,False,0.2,False,10,9,44,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_17,10,0.3,0.3,0.9,17,24,27,12,True,0.3,False,16,19,8,True,"(2, 1, 0)",0.23333333333333334,0.2111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,48,2,38,False,0.3,False,34,2,26,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_18,10,0.3,0.3,0.9,18,30,25,10,True,0.3,False,20,18,6,True,"(0, 2, 1)",0.24444444444444444,0.2111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,4,62,False,0.3,False,14,3,44,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_19,10,0.3,0.3,0.9,19,0,24,42,True,0.8,True,0,0,8,True,"(1, 0, 2)",0.9111111111111111,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,24,26,14,False,0.8,True,4,0,2,True,"(1, 0, 2)",0.7111111111111111,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_2,10,0.3,0.3,0.9,2,8,28,26,True,0.9,False,0,3,2,True,"(0, 1, 2)",0.8777777777777778,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,14,36,False,0.9,False,2,2,4,True,"(0, 1, 2)",0.6444444444444445,0.6888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_20,10,0.3,0.3,0.9,20,22,26,16,True,0.4,False,14,16,10,True,"(2, 1, 0)",0.26666666666666666,0.26666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,25,38,False,0.4,False,2,15,22,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.3_L0.3_H0.9\D0.3_L0.3_H0.9_n10_21,10,0.3,0.3,0.9,21,0,31,28,True,0.3,True,0,0,20,True,"(2, 0, 1)",0.43333333333333335,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,11,4,True,0.3,True,44,0,2,True,"(2, 0, 1)",0.06666666666666667,0.06666666666666667
